"GameID","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","SelectByHotkeys","AssignToHotkeys","UniqueHotkeys","MinimapAttacks","MinimapRightClicks","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","TotalMapExplored","WorkersMade","UniqueUnitsMade","ComplexUnitsMade","ComplexAbilityUsed","MaxTimeStamp"
244,5,23,12,600,142.5096,0.004059267,0.000543574,6.14e-05,5.26e-05,9.64e-05,0.003480624,39.7778,56.7456,6.6977,0.000289321,0.0012537,7.89e-05,8.77e-05,7.01e-05,114060
246,5,19,6,550,106.4316,0.001608439,9.35e-05,0,0,0.000243136,0.003198175,25.1294,64.7953,5.7251,0.000205731,0.0010099,5.61e-05,0,0,53468
250,5,23,8,700,68.6388,0.000441021,8.82e-05,5.88e-05,2.94e-05,0.000264612,0.002734329,84.6087,75.0968,4.6559,0.000735035,0.00061743,8.82e-05,0,0,34012
251,6,23,40,2000,128.0802,0.002780837,0.000302863,5.51e-05,0.001142621,0.000702093,0.003551762,25.2451,50.9612,6.1395,0.00027533,0.00106,0.000110132,5.51e-05,0.0003304,72640
256,6,20,16,625,189.1506,0.014199348,0.000218757,5.97e-05,0.000159096,0.000218757,0.003758651,21.1915,48.254,5.6561,0.000357967,0.0012728,7.95e-05,0.000119322,9.94e-05,50284
257,3,17,8,100,98.634,0.002241685,6.52e-05,3.91e-05,3.91e-05,0.000430091,0.003101866,52.4388,70.9076,5.1849,0.000247628,0.0014336,9.12e-05,0.000312793,0.00014336,76728
260,3,35,14,1300,38.6472,0.000264364,0.000107704,0,9.79e-06,0.00015666,0.002457604,54.496,100.988,2.9482,0.000195825,0.00054831,6.85e-05,0,0,102132
263,2,22,16,450,114.942,0.001744367,0.000299987,2.22e-05,2.22e-05,8.89e-05,0.002577663,31.2208,61.5517,8.1379,0.000244434,0.0013888,7.78e-05,0.000155549,0.00097773,90004
264,6,16,28,750,211.0536,0.016280083,0.000680605,9.53e-05,5.44e-05,0.000231406,0.004954808,33.1129,41.7143,4.706,0.000285854,0.00088479,0.000108897,0.000108897,0.00032669,73464
265,5,21,10,350,77.7252,0.001308278,0.000407775,1.7e-05,6.8e-05,0.0010874,0.002395678,37.5429,73.3333,5.7234,0.00027185,0.00066263,6.8e-05,0,0.00033981,58856
266,4,28,6,1200,62.8314,0.000969892,0.000190663,3.32e-05,5.8e-05,0.000207242,0.002395716,44.0139,84.2907,4.7232,0.000190663,0.00059686,7.46e-05,4.14e-05,7.46e-05,120632
267,5,22,6,160,134.571,0.003169386,0.000469539,5.87e-05,0,0.000484212,0.004871464,28.5921,49.506,4.4849,0.000366827,0.0018341,0.000102712,0,0,68152
268,4,31,10,400,119.232,0.003384716,0.000407797,4.08e-05,0.000142729,0.000448577,0.003221597,30.6242,68.4557,5.9304,0.000326238,0.00063209,0.000101949,0,0.00022429,49044
272,4,26,8,600,83.2656,0.00413375,0.000344479,9.19e-05,2.3e-05,0.000252618,0.003284035,80.6761,69.5385,3.5664,0.000321514,0.00050524,0.000160757,0,0.00016076,43544
280,4,21,16,612,109.4994,0.002078967,0.000185924,3.38e-05,0,0.000354946,0.004512879,41.2632,52.6742,4.2734,0.000321141,0.0015212,0.000118315,0.000118315,0.0011832,59164
281,5,23,20,1300,110.7312,0.003174056,0.000395489,6.08e-05,1.01e-05,0.000253519,0.004360524,31.8228,48.1395,4.1279,0.0002738,0.00057802,7.1e-05,0.000324504,0.00020282,98612
284,4,25,4,180,107.4084,0.001604398,0.000388326,8.18e-05,0,0.000398545,0.00396501,30.5633,51.4124,4.8144,0.00022482,0.0011445,8.18e-05,7.15e-05,0.00012263,97856
288,2,32,10,400,53.8788,0.001312051,6.91e-05,3.95e-05,0,9.87e-05,0.001588272,21.325,105.3416,5.677,0.000138111,0.00047352,6.91e-05,0,0,101368
290,3,31,12,300,72.0948,0.003530229,0.000104239,6.95e-06,3.47e-05,0.000319666,0.00228631,73.9634,89.1793,3.7356,0.000257123,0.00042391,4.86e-05,0,0,143900
297,5,18,6,180,162.4398,0.011680389,0.000520782,0.000123996,9.92e-05,0.000669576,0.004067057,33.7914,55.8293,4.6159,0.000322389,0.00081837,0.000173594,0,7.44e-05,40324
299,5,21,20,1000,111.0876,0.00314119,0.000803906,0.00010421,0,0.000223307,0.003543143,25.6371,55.6303,5.063,0.000178646,0.00064015,5.95e-05,0,0,67172
301,5,19,14,450,117.4128,0.005267559,0.000459866,0.000104515,0,0.000167224,0.003239967,53.013,53.7032,5.4129,0.000376254,0.0018604,0.000125418,0,0,47840
302,5,27,10,150,164.4894,0.008501586,0.000571856,6.1e-05,3.05e-05,0.000236367,0.004902708,40.0312,43.3468,4.633,0.000228742,0.0008616,6.86e-05,0.000190619,0.00056423,131152
305,6,20,28,1600,195.1986,0.00601194,0.000336332,0.000105104,6.31e-05,0.000294291,0.003930884,30.9462,41.5829,7.6631,0.00027327,0.0014084,0.000105104,0,2.1e-05,47572
312,5,17,28,730,116.2062,0.004315562,0.000342087,6.58e-05,9.21e-05,0.000263144,0.003499816,41.4792,59.1429,5.2368,0.000381559,0.0012105,6.58e-05,0.000171044,0.00017104,76004
314,6,17,14,300,207.576,0.010294786,0.000724185,7.1e-05,0.000127797,0.002499148,0.00576508,20.5235,37.9901,4.9458,0.00048279,0.002059,9.94e-05,0,0,70424
316,5,20,18,770,193.6086,0.007317992,0.000652098,0.000101438,0.000101438,0.000579643,0.005303733,17.9945,39.1803,5.6421,0.00040575,0.0028692,8.69e-05,0,0,69008
318,5,17,36,720,335.499,0.035638249,0.000137356,2.86e-05,1.14e-05,0.000417792,0.004761687,24.2551,43.0048,5.7007,0.000160249,0.00056659,6.3e-05,0,0,174728
320,5,19,8,500,188.76,0.010450774,0.000302758,2.24e-05,0.000392465,0.000695223,0.004339538,22.2383,47.0904,5.9328,0.000257905,0.00063916,6.73e-05,0,0,89180
321,3,30,12,500,62.898,0.002032802,0.0004158,6.93e-05,0,1.16e-05,0.004019404,58.5591,60.3678,2.454,0.0003003,0.00072765,6.93e-05,0,8.09e-05,86580
329,6,24,24,1000,146.6856,0.004956629,0.000333619,4.77e-05,0,0.000691069,0.004313221,28.8864,48.9061,5.3066,0.000357449,0.0015847,8.34e-05,0,0,83928
333,2,16,28,300,76.8504,0.000714417,0.000357209,1.15e-05,0,0.000103706,0.001947364,42.5714,82.5089,7.2249,0.000207412,0.00038025,3.46e-05,0,0,86784
336,4,23,4,415,59.181,0.00163768,0.000545893,3.83e-05,7.66e-05,0.000239427,0.002537925,62.5909,84.4528,3.883,0.00022985,0.00083321,7.66e-05,0,0,104416
338,4,31,4,500,100.4322,0.000686271,7.52e-05,2.82e-05,9.4e-06,0.000667469,0.003797992,45.6675,66.7822,4.8589,0.000235024,0.0010905,8.46e-05,0.000216222,0.00011281,106372
339,6,16,20,500,157.9002,0.008130081,0.000207871,9.24e-05,2.31e-05,0.000207871,0.00297949,18.5,52.9302,7.1318,0.000300259,0.0007622,0.000161678,0,0,43296
342,3,22,10,200,87.2484,0.000250529,5.57e-05,0,0,0.000194856,0.003423895,27.2787,49.9512,4.7967,0.000473221,0.00055673,8.35e-05,0,0.00019486,35924
350,4,16,14,150,130.4472,0.002257278,0.000570806,0.000129729,2.59e-05,0.001037829,0.003567537,37.3869,50.5018,6.3309,0.00027243,0.0010897,9.08e-05,0.000350267,5.19e-05,77084
351,6,22,24,1000,189.375,0.010655402,0.000819646,4.73e-05,0.000204912,0.000559566,0.006107941,30.031,34.7148,3.9626,0.000362536,0.0011191,7.09e-05,0.00038618,0.00043347,126884
357,7,21,24,1000,286.4538,0.017851845,0.000717041,7.42e-05,4.95e-05,0.001298091,0.006206112,20.4232,30.9801,5.7171,0.000370883,0.0013723,7.42e-05,0,0,80888
361,6,21,10,350,178.368,0.005271462,0.000878577,7.17e-05,0.000448254,0.000914437,0.00372947,17.1594,42.5962,7.4519,0.000358603,0.00091444,8.97e-05,0,0,55772
363,1,33,4,120,68.6598,0.000302046,0.000322876,0,0,6.25e-05,0.002395534,48.6812,87.513,5.413,0.000239553,0.0005416,6.25e-05,0,0.00020831,96012
366,5,23,12,500,136.5768,0.002483105,0.000179193,5.12e-05,0,5.12e-05,0.002303912,34.7416,61.2889,10.0333,0.000435183,0.00058878,0.000102396,0,7.68e-05,39064
371,6,25,10,400,262.611,0.015699405,0.000409226,0.000130208,0.000167411,0.000427827,0.004501488,25.9917,33.8017,7.4215,0.000409226,0.0024182,0.000111607,0.000130208,0,53760
378,3,19,20,730,91.308,0.003788959,0.000383354,3.57e-05,3.57e-05,0.00022288,0.003093574,42.0578,78.6052,4.4265,0.000187219,0.00074888,4.46e-05,0,0,112168
381,6,23,20,1800,176.5188,0.007170979,0.000383475,0.000127825,0.000242867,0.00030678,0.004141528,24.644,44.8519,5.9877,0.000293997,0.002352,8.95e-05,0,0,78232
383,6,16,42,2200,209.8398,0.013061048,0.000769712,2.41e-05,0.000108241,0.000396883,0.004389763,27.8791,48.3616,6.474,0.000252562,0.0018281,9.62e-05,0.000252562,9.62e-05,83148
384,3,22,40,480,108.4692,0.002186696,0.000441014,2.76e-05,0.000275634,0.000128629,0.003371922,32.7104,56.654,5.4251,0.000211319,0.00098309,5.51e-05,0,0,108840
388,6,18,10,430,166.902,0.008271028,0.000443925,9.35e-05,0.000186916,0.000490654,0.003130841,31.4286,52.6866,7.3209,0.000350467,0.0018458,0.000116822,0,2.34e-05,42800
389,4,21,12,350,89.9394,0.001259391,0.00068398,0.000108568,0.000455986,0.000401702,0.002725062,31.616,68.6056,5.8367,0.000217136,0.0011183,7.6e-05,0.000173709,0.00016285,92108
392,4,19,20,639,197.5674,0.014814309,0.000273075,5.69e-05,0.00023894,0.000386856,0.004574003,40.1297,45.1343,4.8085,0.000284453,0.00093301,9.1e-05,2.28e-05,0,87888
393,6,22,10,1000,91.866,0.003012876,0.000435321,6.87e-05,0.000126014,0.00013747,0.004685424,36.3039,49.7311,3.088,0.000332218,0.0014091,8.02e-05,0,8.02e-05,87292
394,5,21,12,730,166.5636,0.002171249,0.000319693,4e-05,2.66e-05,0.000173167,0.005528026,23.1111,38.6699,5.1133,0.000412937,0.0019048,7.99e-05,0,0,75072
396,3,19,28,360,99.2874,0.001925926,0.000207407,0.000103704,0,0.000355556,0.003155556,53.9434,60.7887,5.1268,0.000266667,0.0013926,0.000103704,0.000474074,0.00016296,67500
398,7,24,16,1250,216.6852,0.011957259,0.000395749,5.65e-05,0.000527665,0.00083861,0.005691241,21.6119,32.6225,5.0083,0.000310945,0.00068785,7.54e-05,3.77e-05,0,106128
400,6,21,24,750,130.5,0.004479419,0.000514528,9.08e-05,7.57e-05,0.000559927,0.004297821,31.7314,48.5211,4.7923,0.000363196,0.0026029,0.000121065,0.000196731,0.00016646,66080
401,3,19,12,480,52.8438,0.001540674,0.000366827,5.87e-05,7.34e-05,8.8e-05,0.00256779,65.0345,82.24,3.44,0.000293462,0.0011445,8.8e-05,0,0.00017608,68152
403,5,17,24,365,200.9172,0.021356313,0.00070251,0.000124891,4.68e-05,0.000218559,0.00360622,54.3652,62.9957,4.6883,0.000312227,0.001046,9.37e-05,0,0.00045273,64056
407,5,19,14,1000,144.6822,0.005275382,0.000309666,5.53e-05,6.64e-05,0.000165893,0.004888299,34.1769,42.6516,4.2873,0.000243309,0.002046,6.64e-05,0,0,90420
408,5,23,12,300,125.7894,0.002228461,0.00065801,2.63e-05,7.02e-05,0.000307071,0.004570977,36.5231,47.5701,4.6564,0.000280751,0.00094753,7.02e-05,0.000280751,0.0012809,113980
411,6,23,28,1000,113.601,0.002717159,0.000449294,8.56e-05,0,0.001476252,0.003637142,22.7456,60.0471,5.2588,0.000470689,0.00087719,8.56e-05,0,0.00032092,46740
418,6,16,4,300,157.9686,0.006376781,0.00055108,5.25e-05,0.000216496,0.001148083,0.005504238,29.2745,41.8308,4.1681,0.000268979,0.0011874,7.22e-05,0.000354266,0.0011284,152428
422,2,20,6,100,61.7502,0.001604413,0.000360542,0.000108163,0,0.000306461,0.001910874,72.4952,85.5472,5.3585,0.000288434,0.0010095,9.01e-05,0,0,55472
423,4,22,10,700,83.085,0.000855174,0.000301826,6.29e-05,0.000138337,0.00064138,0.003219478,31.451,57.7344,4.6289,0.000251522,0.0011067,0.000113185,0,0.00050304,79516
424,4,32,2,300,38.2104,0.000915704,0.000152617,6.36e-05,3.82e-05,6.36e-05,0.001678791,73.5573,123.4848,3.3182,0.000178054,0.00059775,7.63e-05,1.27e-05,0,78628
426,3,18,24,400,83.376,0.000518937,0.000120333,3.76e-05,1.5e-05,0.00081225,0.002955687,58.8878,67.0636,5.2875,0.000218104,0.0005039,5.26e-05,0,0,132964
434,5,23,10,500,119.5992,0.004280868,0.000447761,6.11e-05,0.000108548,0.00041384,0.003995929,37.2925,48.4958,4.7487,0.000210312,0.0011601,7.46e-05,9.5e-05,0.00074627,147400
435,5,19,10,700,129.9594,0.002072839,0.000412339,6.69e-05,8.92e-05,0.000167164,0.004446574,24.6131,54.5865,5.1504,0.000278607,0.0014265,6.69e-05,0.000267463,0.00064637,89732
436,3,18,12,450,78.825,4.55e-05,0.000204732,6.82e-05,0,0.000636943,0.003184713,45.6978,72.9714,4.6786,0.000159236,0.00034122,9.1e-05,0,0,43960
438,5,16,12,600,81.711,0.00081314,0.000108419,1.36e-05,1.36e-05,0,0.003333875,49.1755,66.5691,4.3902,0.000271047,0.00079959,9.49e-05,0,0.00029815,73788
439,3,25,20,800,76.5426,0.001061473,0.000250534,3.96e-05,3.96e-05,0.000415359,0.002749281,57.1442,82.9353,4.9448,0.000151639,0.00057359,3.96e-05,0,0,151676
442,4,19,6,50,88.1628,0.001505596,0.000189681,1.19e-05,1.19e-05,0.000343797,0.002702959,51.8062,81.2632,5.5132,0.000177826,0.0011737,7.11e-05,8.3e-05,7.11e-05,84352
443,5,29,20,1000,134.2992,0.00360351,0.000135784,0,0.000208899,0.000323794,0.003008147,10.8571,54.5139,7.2257,0.000334239,0.0007207,6.27e-05,5.22e-05,2.09e-05,95740
444,3,22,12,100,66.8676,0.002616026,0.000321571,6.08e-05,1.74e-05,0.000338954,0.003050582,75.7029,75.5442,3.4274,0.000165131,0.00051278,6.08e-05,0.000208587,0.00017382,115060
449,3,21,2,50,37.2018,0.000396646,0.000113327,0,1.42e-05,0.000155825,0.001572416,61.7455,139.2072,4.2072,0.000254986,0.00045331,8.5e-05,0,0,70592
454,6,24,24,400,207.8286,0.020629485,0.000428082,0.000122309,0,0.000122309,0.003913894,51.6859,49.5417,4.7448,0.000244618,0.0012435,0.000122309,0,0,49056
455,6,17,4,720,203.2488,0.009916833,0.000387297,6.12e-05,0.000285376,0.001926291,0.003658934,20.5587,48.1894,7.7493,0.00020384,0.0012944,8.15e-05,6.12e-05,4.08e-05,98116
